OBJECTID,Area_Acres,Park_ID,Address,Name,Park_Class,ACRES
247,0.14948861,150,Trask Avenue and Waterview St,Trask Triangle Park,N,0.14948861
248,0.09096021,135,652 Marr St,Triangle Park,N,0.09096021
249,2.06298466,604,2415 Trinity St,Trinity Recreation Center,N,2.06298466
250,0.06295977,738,8th Street & Valencia Street,Valencia Triangle,N,0.06295977
251,77.64113661,360,12240 Archwood Street,Valley Plaza Park,R,77.64113661
252,7.81360616,375,5720 2nd Avenue,Van Ness Recreation Center,N,7.81360616
253,65.17562787,357,14201 Huston St,Van Nuys - Sherman Oaks Park,R,65.17562787
254,1.3779326,814,6514 Sylmar Ave,Van Nuys Multipurpose Center,N,1.3779326
255,3.89422407,815,14301 Vanowen Ave,Van Nuys Recreation Center,N,3.89422407
256,10.88540621,778,8956 Vanalden Ave,Vanalden Park,C,10.88540621
257,160.75253296,138,2300 Ocean Front Wk,Venice Beach,R,160.75253296
258,1.47271284,141,2490 Walgrove Ave,Venice High School Pool,N,1.47271284
259,0.7531548,364,10654 Irma Ave,Verdugo Hills Pool,N,0.7531548
260,3.0086956,603,1248 W 47th St,Vermont Square,N,3.0086956
261,6.48155308,350,11117 W Victory Blvd,Victory-Vineland Recreation Center,N,6.48155308
262,10.06960343,195,11500 Viking Ave,Viking Park,C,10.06960343
263,0.92608651,264,2942 Vineyard Avenue,Vineyard Recreation Center,N,0.92608651
264,0.51638822,241,464 N Madison Ave,Madison West Park,N,0.51638822
265,0.84108473,152,8150 Vista Del Mar,Vista Del Mar Park,N,0.84108473
266,15.30628426,524,5830 N. Topanga Canyon Blvd,Warner Ranch Park,C,15.30628426
267,47.58094658,288,1824 N Curson Ave,Wattles Garden Park,C,47.58094658
268,1.29669046,327,1657 E. Century Blvd.,Watts Senior Citizen Center,N,1.29669046
269,10.21254867,196,10844 Acama St,Weddington Park North,C,10.21254867
270,14.48380305,287,10800 Valley Heart Dr,Weddington Park South,C,14.48380305
271,15.05183452,525,6900 Valley Circle Blvd,West Hills Sport Center,C,15.05183452
272,8.08074689,526,6731 Wilbur Ave.,West Valley Park,N,8.08074689
273,23.57859354,151,7000 W Manchester Ave,Westchester Recreation Center,C,23.57859354
274,2.24358836,132,1234 Pacific Ave,Westminster Park,N,2.24358836
275,0.87007152,133,1234 Pacific Ave,Westminster Dog Park,N,0.87007152
276,26.69566228,666,1350 S Sepulveda Blvd,Westwood Park,C,26.69566228
277,1.37760044,285,5801 1/2 Whitnall Hwy,Whitnall Dog Park,N,1.37760044
278,125.13442464,197,S of Maxwell Fire Rd,Wilacre Park,R,125.13442464
279,7.28812133,779,12001 Wibur Ave,Wilbur-Tampa Park,N,7.28812133
280,0.83339013,1002,8341 De Longpre Ave.,William S. Hart Park,N,0.83339013
281,7.3064255,324,325 Neptune Ave.,Wilmington Recreation Center,N,7.3064255
282,0.48369768,323,"Avalon Place & ""I"" Street",Wilmington Town Square,N,0.48369768
283,181.20376281,299,4730 Crystal Springs Dr,Wilson Golf Course,R,181.20376281
284,15.94776638,198,8401 Winnetka Ave,Winnetka Recreation Center,C,15.94776638
285,0.66796957,667,3409 Vinton Ave,Woodbine Park,N,0.66796957
286,4.70724142,199,11240 Moorpark St,Woodbridge Park,N,4.70724142
287,18.75959737,527,5858 Shoup Ave,Woodland Hills Recreation Center,C,18.75959737
288,238.88784079,809,6331 Woodley Ave,Woodley Lakes Golf Course,R,238.88784079
289,10.00311971,200,1840 Yosemite Drive,Yosemite Recreation Center,C,10.00311971
290,0.9716847,273,6671 W Yucca St,Yucca Community Center,N,0.9716847
291,9.73628318,201,11690 Zelzah Ave,Zelzah Park,N,9.73628318
292,0.13172939,208,5207 S Broadway,Broadway Park,N,0.13172939
293,3.116622,233,1122 Cole Ave,Hollywood Recreation Center,N,3.116622
294,0.32394081,227,1644-48 Beverly Blvd,Beverly Park,N,0.32394081
295,0.21738554,236,3305 Larissa Dr,Larissa Parkway,N,0.21738554
296,0.32174466,238,3022 Del Monte Dr.,Laurel and Hardy Park,N,0.32174466
297,0.43145327,242,1571 Rockwood St,Rockwood Community Park,N,0.43145327
298,0.3443659,243,5707 Lexington Ave,Seily Rodriguez Park,N,0.3443659
299,3.93497998,245,1850 W Silverlake Blvd,Silverlake Recreation Center,N,3.93497998
300,18.33573701,229,1800 Riverside Dr.,Elysian Park Expansion,C,18.33573701
301,0.56091512,248,Occidental Blvd,Occidental Parkway,N,0.56091512
302,12.48760028,510,Wooded Vista & Twisted Oak Dr,Knapp Ranch Park West,C,12.48760028
303,16.96064883,505,20856 Mulholland Dr,Caplow Property,C,16.96064883
304,40.50806384,509,4720 Corbin Ave,Corbin Canyon Park,C,40.50806384
305,0.10446148,513,5250 N. Mecca Ave,Mecca Avenue Park,N,0.10446148
306,14.58842132,515,19900 Mulholland Dr,Pilson Property,C,14.58842132
307,21.35216536,521,S. of Owen Brown Road,Steers Property,C,21.35216536
308,0.78864455,507,8120 Vanalden Ave,Cleveland High School Pool,N,0.78864455
309,12.50909174,753,20500 Sesnon Blvd,Holleigh Bernson Memorial Park,C,12.50909174
310,0.08313287,774,18501 Rinaldi St,Rinaldi Park,N,0.08313287
311,10.89660145,777,15800 Rinaldi St,Van Norman Lakes Reservoir,C,10.89660145
312,2.90303784,202,9301 Valley Circle Blvd.,Chatsworth Oaks Park,N,2.90303784
313,22.21382075,752,17301 Sesnon Blvd,Bee Canyon Park,C,22.21382075
314,8.115835,165,5790 Compton Ave,Augustus F. Hawkins Natural Park,N,8.115835
315,0.54130545,219,5350 Alba St,Pueblo del Rio Recreation Center,N,0.54130545
316,0.14522547,602,4521 S Central Ave,Vernon Branch Library Pocket Park,N,0.14522547
317,131.1977405,101,2660 Westridge Rd,Mandeville Canyon Park,R,131.1977405
318,23.28643538,103,NE of Sullivan Fire Rd (per Alpha; no other address or HSENO),Sullivan Canyon Park,C,23.28643538
319,25.75591813,104,East end of Oracle Place; no other street address or HSENO available,Rivas Canyon Park,C,25.75591813
320,0.46358084,112,Via Las Palmas & Via La Costa,Temescal Ridge Trailhead,N,0.46358084
321,24.38543131,114,15400 Pacific Coast Hwy,Palisades Park (Pacific Palisades),C,24.38543131
322,1.556321,118,333 S Barrington Ave,Barrington Dog Park,N,1.556321
323,14.32617065,123,3324 S Centinela Ave,Venice Reservoir Site,C,14.32617065
324,149.53595831,225,8751-9461 Valley Circle Blvd,Chatsworth Reservoir Site,R,149.53595831
325,82.3419685,999,Balboa Blvd. across from Balboa Golf Course,Balboa Sports Center,R,82.3419685
326,1538.59641923,750,17017 Burbank Blvd,Sepulveda Basin Recreation Area,R,1538.59641923
327,109.66407201,808,6350 Woodley Ave,Woodley Avenue Park,R,109.66407201
328,14.71660197,178,Burbank Blvd. across from Encino Golf Course,Hjelte Sports Center,C,14.71660197
329,1.54823408,998,7174 N. Hayvenhurst Ave,Encino Park and Ride,N,1.54823408
330,24.09100738,159,16633 Magnolia Blvd,Sepulveda Garden Center,C,24.09100738
331,169.24247559,810,6200 Balboa Blvd,Anthony C. Beilenson Park,R,169.24247559
332,18.22357032,761,13100 Balboa Blvd,Granada Hills Youth Recreation Center,C,18.22357032
333,50.11097445,996,W of Porter Ranch Dr. S of Sesnon Blvd.,Porter Ranch-Sesnon Property,R,50.11097445
334,25.88103696,765,19900 Sesnon Blvd,Moonshine Canyon Park,C,25.88103696
335,51.9927585,754,Browns Canyon Rd,Browns Creek Park,R,51.9927585
336,13.60455816,767,Between Oso Canyon and Limekiln Canyon Roads,Old Mission Trail,C,13.60455816
337,45.15844896,995,"near Sheldon, Arleta and Hollywood Freeway",Sheldon-Arleta Park,C,45.15844896
338,0.25881891,992,4924 Paso Robles Ave,Encino Women's Club,N,0.25881891
339,3.45926533,657,601 Club View Dr,Armand Hammer Golf Course,N,3.45926533
340,182.61241587,206,2551 Motor Ave,Cheviot Hills Park,R,182.61241587
341,0.97483455,651,6313 W San Vicente Blvd,Carthay Circle Park,N,0.97483455
342,3.93712161,994,8260 Mulholland Dr,Laurel Canyon Dog Park,N,3.93712161
343,8.22261422,664,Coldwater Canyon between Oxnard St and Chandler Blvd,Tujunga Greenbelt,N,8.22261422
344,0.04332494,656,Ladera Dr at Sunset Blvd,Gateway Triangle,N,0.04332494
345,79.39854979,654,14890 Valley Vista Blvd,Deervale-Stone Canyon Park,R,79.39854979
346,0.11270542,662,7811 Rosewood Ave,Rosewood Gardens,N,0.11270542
347,0.28696473,665,1246 Glendon Ave,Westwood Gardens Park,N,0.28696473
348,168.01010007,807,16821 Burbank Blvd,Encino Golf Course,R,168.01010007
349,0.12441184,131,215-217 San Juan Ave,San Juan Garage,N,0.12441184
350,0.88550768,134,501 S Venice Blvd,Venice of America Centennial Park,N,0.88550768
351,0.03368303,129,Marco Place near intersection with Shell Ave,Marco Triangle,N,0.03368303
352,0.02746075,128,Between Marco Court and Superba Court near Venice Blvd,Marco Place Parkway,N,0.02746075
353,0.0162272,130,1646 S Crescent Pl,Crescent Place Triangle,N,0.0162272
354,0.02753488,146,Nowita Place in between Oakwood and Sheel Ct,Nowita Triangle,N,0.02753488
355,0.02754952,154,AMOROSO PL. BTWN. OAKWOOD/SHELL AVES.,Amoroso Triangle,N,0.02754952
356,6.47063493,351,500 Westpark Dr,Valley Village Park,N,6.47063493
357,228.31347553,153,8255 Vista del Mar,Isidore B. Dockweiler State Beach,R,228.31347553
358,0.20766271,156,Mulholland Dr between Park Lane Circle Dr and Elvido Dr on N side,Mulholland View Site  No. 16,N,0.20766271
359,102.90302833,116,17600 Pacific Coast Hwy,Will Rogers State Beach,R,102.90302833
360,8.71036187,282,Bob Hope St and Warner Blvd,Buena Vista Park,N,8.71036187
361,10.51848042,286,5801 1/2 Whitnall Hwy.,Whitnall Highway Park,C,10.51848042
362,0.93589278,207,4025 Avalon Blvd,Avalon-San Pedro Park,N,0.93589278
363,4281.73369926,161,LOS FELIZ BLVD./134 FWY./5 FWY.,Griffith Park,R,4281.73369926
364,2.58244124,289,VERMONT AVE. BTWN. LOS FELIZ BLVD. & GRIFFITH PARK,Vermont Parkway,N,2.58244124
365,16.99917167,276,Rancho Ave & Riverside Dr,Bette Davis Picnic Area,C,16.99917167
366,3.79706931,270,5202 Zoo Dr,L.A. Live Steamers,N,3.79706931
367,67.2894818,269,500 Riverside Dr,L. A. Equestrian Center,R,67.2894818
368,12.73325068,275,Reese Pl. & Valley Heart Dr.,Griffith Park Pollywog Area,C,12.73325068
369,5.99746611,266,4730 Crystal Springs Dr,Griffith Park Boys Camp,N,5.99746611
370,10.23262897,271,3200 Canyon Dr,Hollywoodland Girl's Camp,C,10.23262897
371,74.40611484,274,3200 Canyon Dr,Bronson Canyon,R,74.40611484
372,138.7731292,272,4730 Crystal Springs Dr,Harding Golf Course,R,138.7731292
373,9.37681412,193,12541 Saticoy St,"Strathern Park, West",N,9.37681412
374,4.97799278,997,4989 N Sepulveda Blvd,Sherman Oaks Castle Park,N,4.97799278
375,1.00523315,349,Near Crestline Dr; at southern end of the McGroarty Cultural Art Center,Pasko Park,N,1.00523315
376,47.37456673,362,Big Tujunga Canyon Rd North of Mt. Gleas,Tujunga Infiltration Galleries,C,47.37456673
377,3.05609483,353,6226 Laurel Grove Avenue,Laurel Grove Park,N,3.05609483
378,27.58387896,860,N. of Ventura Fwy S. of Valle Vista,Eagle Rock Hillside Park,C,27.58387896
379,2.17385852,861,701-717 Eagle Rock View Drive,Eagle Rock Historical Landmark,N,2.17385852
380,4.49260965,873,911 N. Museum Drive,Moon Canyon Park,N,4.49260965
381,1.08372163,254,9070 Venice Blvd.,Media Park,N,1.08372163
382,0.62679194,262,2250 W. Jefferson Blvd,Leslie N. Shaw Park,N,0.62679194
383,0.74833901,260,4526 W. Pico Blvd,Eleanor Green Roberts Aquatic Center,N,0.74833901
384,193.9719356,556,Located in Hansen Dam Recreation Area.,Hansen Dam Golf Course,R,193.9719356
385,0.80116703,864,125 Paseo de la Plaza,Los Angeles Plaza Park,N,0.80116703
386,0.27377613,871,Lanark Street & Shelby Place,Lanark/Shelby Mini-Park,N,0.27377613
387,2.64463291,850,511 W Avenue 46,Carlin G. Smith Recreation Center,N,2.64463291
388,0.31823177,859,2035 Colorado Blvd,Eagle Rock City Hall,N,0.31823177
389,20.67531597,862,1100 Eagle Vista Drive,Eagle Rock Recreation Center,C,20.67531597
390,1.46038706,880,Scholl Canyon Rd. near the 134 and Figueroa St.,Richard Alatorre Park,N,1.46038706
391,0.53766433,308,1052 Banning Blvd,Drum Barracks Civil War Museum,N,0.53766433
392,1.87212569,878,2765 Wabash Avenue,Wabash Recreation Center,N,1.87212569
393,2.26393695,318,W 21st & Meyler Streets,Alma Park,N,2.26393695
394,0.23363681,853,370 S Clarence Street,Aliso-Pico Recreation Center,N,0.23363681
395,2.2084693,854,5566 Via Marisol,Hermon Dog Park,N,2.2084693
396,74.52023367,322,560 N Western Avenue,Peck Park,R,74.52023367
397,6.49467401,187,1016 S Fresno Street,Msgr. Ramon D. Garcia Recreation Center,N,6.49467401
398,5.58841557,175,6240 Meridian Street,Garvanza Park,N,5.58841557
399,8.4752691,169,933 S. Mott Street,Boyle Heights Sports Center,N,8.4752691
400,5.69779638,361,6150 Atoll Avenue,Valley Glen Community Park,N,5.69779638
401,30.62348525,359,7000 Whitsett Avenue,Whitsett Sports Field,C,30.62348525
402,587.9734352,355,9999 Edmore Place,Verdugo Mountain Park,R,587.9734352
403,17.07072318,354,"9401 Villa Cabrini Drive, West",Villa Cabrini Park,C,17.07072318
404,40.07399335,321,3800 Stephen M. White Drive,Cabrillo Beach,C,40.07399335
405,39.12964891,331,807 S Paseo del Mar,Point Fermin Park,C,39.12964891
406,0.72188439,732,1827 S Hoover Street,Pico Union Park,N,0.72188439
407,5.41234209,717,6150 Piedmont Avenue,Highland Park Recreation Center,N,5.41234209
408,39.39160138,734,1900 N San Fernando Road,Rio de Los Angeles State Park,C,39.39160138
409,8.91134709,729,243 E Avenue 33,Mount Olympus Park,N,8.91134709
410,0.56202557,723,236 S Avenue 57,La Tierra de la Culebra,N,0.56202557
411,0.96345892,731,2332 W 4th Street,Parkview Photo Center,N,0.96345892
412,0.17362182,739,Woodside Drive & Marmion Way,Woodside Triangle,N,0.17362182
413,2.07147729,707,1419 Colton Street,Echo Park Deep Pool,N,2.07147729
414,64.78227157,336,1235 N Figueroa Place,Harbor Park Golf Course,R,64.78227157
415,290.87072064,337,25820 Vermont Avenue,Ken Malloy Harbor Regional Park,R,290.87072064
416,70.4438066,316,3601 S Gaffey Street,Angels Gate Park,R,70.4438066
417,0.36639224,722,Lacy Street & Avenue 26,Lacy Street Neighborhood Park,N,0.36639224
418,1.04341145,705,1775 N Spring St,Downey Pool,N,1.04341145
419,4.16432888,716,3800 Homer St.,Heritage Square,N,4.16432888
420,0.73758287,1006,2500 Griffin Avenue,Lincoln Heights Youth Center,N,0.73758287
421,16.89427137,183,7570 McGroarty Terrace,McGroarty Cultural Art Center,C,16.89427137
422,1.20772285,265,3085 Clyde Avenue,Westside Neighborhood Park,N,1.20772285
423,22.53409267,728,4545 Homer Street,Montecito Heights Recreation Center,C,22.53409267
424,25.83228861,189,3606 Boundary Ave.,Rose Hill Park,C,25.83228861
425,0.88446975,304,550 Harbor Blvd,John S. Gibson Jr. Park,N,0.88446975
426,8.32651108,365,3934 S Western Avenue,Martin Luther King Jr. Park,N,8.32651108
427,7.44192893,1003,Airdrome St. between Stearns Dr. and Hayworth Ave.,Los Angeles Center for Enriched Studies (LACES),N,7.44192893
428,3.24151408,312,825 Capitol Dr.,Harbor Highlands Park,N,3.24151408
429,4.97420131,314,430 N. Bandini St.,Bandini Canyon Park,N,4.97420131
430,0.12643795,300,4103 W. Washington Blvd.,Washington Irving Pocket Park,N,0.12643795
431,0.39949857,328,351 N. Gaffey St.,San Pedro Welcome Park,N,0.39949857
432,2.85302943,332,601 W. 24th St.,Harbor View Memorial Park,N,2.85302943
433,0.2066982,370,8742 & 8750 S. Vermont Ave.,Community Build Youth Center Expansion,N,0.2066982
434,2.15714749,374,University Ave. between 30th St. & Hoover St.,Hoover Pedestrian Mall,N,2.15714749
435,1449.53936346,555,11770 Foothill Blvd.,Hansen Dam Recreation Area,R,1449.53936346
436,112.33345525,1000,In Hansen Dam Recreation Area,Hansen Dam Quarry Lake,R,112.33345525
437,2.61575243,333,1670 Palos Verdes Dr. North,Pacific Region Headquarters,N,2.61575243
438,18.45972679,1001,3133 Decker Road,Decker Canyon Camp,C,18.45972679
439,13.36028418,702,934 N. San Pasqual Ave. (in between Comet St. and Arroyo Dr.),San Pasqual Park,C,13.36028418
440,0.85046293,307,918 Sanford Ave.,East Wilmington Greenbelt Community Center,N,0.85046293
441,3.95581165,310,1148 N. Watson Ave.,Wilmington Veterans Park,N,3.95581165
442,22.42866844,855,5566 Via Marisol,Hermon Park,C,22.42866844
443,85.97220078,164,5568 Via Marisol,Arroyo Seco Park,R,85.97220078
444,9.7173258,181,2830 W. 6th St.,Lafayette Park,N,9.7173258
445,17.79632547,305,501 Westmont Dr.,"Gaffey Street ""Field of Dreams""",C,17.79632547
446,0.5044047,302,1450 N. Avalon Blvd.,Banning High School Pool,N,0.5044047
447,4.73480221,335,11251 Compton Ave.,William Nickerson Gardens Recreation Center,N,4.73480221
448,6.64535249,210,3980 S. Menlo Ave.,EXPO Center,N,6.64535249
449,92.43634001,856,4371 Multnomah Street,Ascot Hills Park,R,92.43634001
450,2.56003108,881,2830 Lancaster Avenue,Henry Alvarez Memorial Park,N,2.56003108
451,2.09913453,188,2830 Lancaster Avenue,Ramona Gardens Park,N,2.09913453
452,6.40045762,882,2830 Lancaster Avenue,Ramona Gardens Recreation Center,N,6.40045762
453,318.6194734,704,4235 Monterey Road,Ernest E. Debs Regional Park,R,318.6194734
454,2.47869141,1005,Berth 84 - Foot of 6th Street at Harbor Blvd.,Los Angeles Maritime Museum,N,2.47869141
455,10.38058139,499,Griffith Park Dr. near Zoo Dr.,Travel Town Museum,C,10.38058139
456,35.49389336,113,15125 Pacific Coast Hwy,Potrero Canyon Park,C,35.49389336
457,6.95164183,812,7965 Whitsett Ave,Jaime Beth Slavin Park,N,6.95164183
458,2.25891136,256,2413 2nd Ave.,Benny H. Potter West Adams Avenues Memorial Park,N,2.25891136
459,0.65482105,1007,322 S. Lucas Ave.,Miguel Contreras Learning Center Pool,N,0.65482105
460,1.29342278,565,15721 Cobalt St,Telfair Park,N,1.29342278
461,2.02854039,1008,845 N. Alameda St.,El Pueblo de Los Angeles Historic Monument,N,2.02854039
462,185.56601838,1009,6335 Woodley Avenue,Sepulveda Basin Wildlife Reserve,R,185.56601838
463,0.20915162,1010,6116 11th Avenue,11th Avenue Park,N,0.20915162
464,0.32588932,1012,2400 S. Flower Street,Orthopedic Hospital Universal Access Playground,N,0.32588932
465,0.15495857,1011,2909 Francis Avenue,Francis Avenue Community Garden,N,0.15495857
466,544.7102735,162,929 Academy Road,Elysian Park,R,544.7102735
467,0.13919573,1013,7960 Bellaire Ave,Bellaire Avenue Park,N,0.13919573
468,0.36552489,1015,5001 Balboa Blvd,Old Encino Fire Station 83 Property,N,0.36552489
469,0.29491732,1016,303 Patton St,Old Echo Park Boys & Girls Club,N,0.29491732
470,0.14488098,1017,3503 Via Dolce,Via Dolce Park,N,0.14488098
471,1.17751731,1018,11349 El Dorado Ave,El Dorado Avenue Park,N,1.17751731
472,0.79622789,1019,428 S. Spring St,Spring Street Park,N,0.79622789
473,0.17801921,1020,3320 Pepper Ave,Old Cypress Park Library,N,0.17801921
474,1.87869942,1021,1301 W. 1st Street,Vista Hermosa Soccer Field,N,1.87869942
475,95.00362585,326,1600 S Paseo del Mar,White Point Park Nature Preserve,R,95.00362585
476,9.00598576,1022,5413 South Avalon Blvd,South L.A. Wetlands Park,N,9.00598576
477,73.60605127,1023,6801 La Tuna Canyon Road,La Tuna Canyon Park,R,73.60605127
478,52.37738824,346,7021 Arama Ave,Haines Canyon Park,C,52.37738824
479,4.48257094,1014,2543 Armstrong Ave,Silverlake Meadows,N,4.48257094
